observableId	simulationConditionId	time	measurement	observableParameters	noiseParameters
TGFbR_Active	TH17	45	0.96356152	scale_TGFbR_Active	sigma_const
pSMAD3_obs	TH17	45	0.10916615	scale_pSMAD3_obs	sigma_const
pSMAD3_obs	TH17	45	0.10916615	scale_pSMAD3_obs	sigma_const
pSMAD3_obs	TH17	45	0.10916615	scale_pSMAD3_obs	sigma_const
pSTAT3_obs	TH17	45	6.0961313	scale_pSTAT3_obs	sigma_const
pSTAT3_obs	TH17	45	6.0961313	scale_pSTAT3_obs	sigma_const
pSTAT3_obs	TH17	45	6.0961313	scale_pSTAT3_obs	sigma_const
STAT3d_active_obs	TH17	45	84.85407	scale_STAT3d_active_obs	sigma_const
STAT3d_active_obs	TH17	45	84.85407	scale_STAT3d_active_obs	sigma_const
STAT3d_active_obs	TH17	45	84.85407	scale_STAT3d_active_obs	sigma_const
S3S4_complex_obs	TH17	45	0.065916991	scale_S3S4_complex_obs	sigma_const
S3S4_complex_obs	TH17	45	0.065916991	scale_S3S4_complex_obs	sigma_const
S3S4_complex_obs	TH17	45	0.065916991	scale_S3S4_complex_obs	sigma_const
S3STAT3d_complex_obs	TH17	45	0.53922733	scale_S3STAT3d_complex_obs	sigma_const
S3STAT3d_complex_obs	TH17	45	0.53922733	scale_S3STAT3d_complex_obs	sigma_const
S3STAT3d_complex_obs	TH17	45	0.53922733	scale_S3STAT3d_complex_obs	sigma_const
PKA_active	TH17	45	0.18560902	scale_PKA_active	sigma_const
PKA_active	TH17	45	0.18560902	scale_PKA_active	sigma_const
PKA_active	TH17	45	0.18560902	scale_PKA_active	sigma_const
