observableId	simulationConditionId	time	measurement	preequilibrationConditionId
pSMAD3_obs	TH17	5.0	87.59448403123062	preeq_ss
STAT3d_active_obs	TH17	5.0	46.589717532447274	preeq_ss
S3S4_complex_obs	TH17	5.0	50.76442540983444	preeq_ss
S3STAT3d_complex_obs	TH17	5.0	38.3449592332869	preeq_ss
PKA_active	TH17	5.0	47.584045492184295	preeq_ss
Free_TGFb_obs	TH17	10.0	1.0230351947243723	preeq_ss
IL6R_Active	TH17	10.0	73.82981209091618	preeq_ss
Free_IL6_obs	TH17	10.0	20.005845454959513	preeq_ss
pSMAD3_obs	TH17	10.0	92.87146369127784	preeq_ss
STAT3d_active_obs	TH17	10.0	48.55381681017282	preeq_ss
S3S4_complex_obs	TH17	10.0	49.42930848979962	preeq_ss
S3STAT3d_complex_obs	TH17	10.0	39.49860363876117	preeq_ss
PKA_active	TH17	10.0	44.27342912350804	preeq_ss
Free_TGFb_obs	TH17	15.0	0.93487528629296	preeq_ss
IL6R_Active	TH17	15.0	69.62605500847754	preeq_ss
Free_IL6_obs	TH17	15.0	19.689596958466954	preeq_ss
pSMAD3_obs	TH17	15.0	91.4955918766428	preeq_ss
STAT3d_active_obs	TH17	15.0	48.72091363001679	preeq_ss
S3S4_complex_obs	TH17	15.0	53.05672272538794	preeq_ss
S3STAT3d_complex_obs	TH17	15.0	44.19028831322763	preeq_ss
PKA_active	TH17	15.0	49.43247689263838	preeq_ss
Free_TGFb_obs	TH17	20.0	0.9532289260250034	preeq_ss
IL6R_Active	TH17	20.0	72.4899938126451	preeq_ss
Free_IL6_obs	TH17	20.0	18.416467106568085	preeq_ss
pSMAD3_obs	TH17	20.0	95.4972961546119	preeq_ss
STAT3d_active_obs	TH17	20.0	51.81590537269412	preeq_ss
S3S4_complex_obs	TH17	20.0	45.655965705224226	preeq_ss
S3STAT3d_complex_obs	TH17	20.0	47.06092660555512	preeq_ss
PKA_active	TH17	20.0	48.23992372995083	preeq_ss
Free_TGFb_obs	TH17	25.0	0.9695362682196759	preeq_ss
IL6R_Active	TH17	25.0	68.13245243022197	preeq_ss
