observableId	simulationConditionId	time	measurement	preequilibrationConditionId
STAT3d_active_obs	TREG	50.0	-5.537166386663851e-21	preeq_ss
S3S4_complex_obs	TREG	50.0	49.834630904368986	preeq_ss
S3STAT3d_complex_obs	TREG	50.0	-5.5221713971788166e-21	preeq_ss
PKA_active	TREG	50.0	43.932153886115756	preeq_ss
Free_TGFb_obs	TREG	55.0	1.0	preeq_ss
IL6R_Active	TREG	55.0	0.0	preeq_ss
Free_IL6_obs	TREG	55.0	0.0	preeq_ss
pSMAD3_obs	TREG	55.0	86.61154369660717	preeq_ss
STAT3d_active_obs	TREG	55.0	-5.533419954521898e-21	preeq_ss
S3S4_complex_obs	TREG	55.0	49.834630904368986	preeq_ss
S3STAT3d_complex_obs	TREG	55.0	-5.5184351106071165e-21	preeq_ss
PKA_active	TREG	55.0	43.932153886115756	preeq_ss
Free_TGFb_obs	TREG	60.0	1.0	preeq_ss
IL6R_Active	TREG	60.0	0.0	preeq_ss
Free_IL6_obs	TREG	60.0	0.0	preeq_ss
pSMAD3_obs	TREG	60.0	86.61154369660716	preeq_ss
STAT3d_active_obs	TREG	60.0	-5.529675776507154e-21	preeq_ss
S3S4_complex_obs	TREG	60.0	49.83463090436898	preeq_ss
S3STAT3d_complex_obs	TREG	60.0	-5.514701072058308e-21	preeq_ss
PKA_active	TREG	60.0	43.93215388611575	preeq_ss
Free_TGFb_obs	TREG	65.0	1.0	preeq_ss
IL6R_Active	TREG	65.0	0.0	preeq_ss
Free_IL6_obs	TREG	65.0	0.0	preeq_ss
pSMAD3_obs	TREG	65.0	86.61154369660716	preeq_ss
STAT3d_active_obs	TREG	65.0	-5.525933852619618e-21	preeq_ss
S3S4_complex_obs	TREG	65.0	49.83463090436898	preeq_ss
S3STAT3d_complex_obs	TREG	65.0	-5.5109692815323926e-21	preeq_ss
PKA_active	TREG	65.0	43.93215388611575	preeq_ss
Free_TGFb_obs	TREG	70.0	1.0	preeq_ss
IL6R_Active	TREG	70.0	0.0	preeq_ss
Free_IL6_obs	TREG	70.0	0.0	preeq_ss
pSMAD3_obs	TREG	70.0	86.61154369660716	preeq_ss
STAT3d_active_obs	TREG	70.0	-5.52219418285929e-21	preeq_ss
S3S4_complex_obs	TREG	70.0	49.83463090436898	preeq_ss
S3STAT3d_complex_obs	TREG	70.0	-5.507239739029369e-21	preeq_ss
PKA_active	TREG	70.0	43.93215388611575	preeq_ss
Free_TGFb_obs	TREG	75.0	1.0	preeq_ss
IL6R_Active	TREG	75.0	0.0	preeq_ss
Free_IL6_obs	TREG	75.0	0.0	preeq_ss
pSMAD3_obs	TREG	75.0	86.61154369660716	preeq_ss
STAT3d_active_obs	TREG	75.0	-5.518457130762123e-21	preeq_ss
S3S4_complex_obs	TREG	75.0	49.83463090436898	preeq_ss
S3STAT3d_complex_obs	TREG	75.0	-5.5035128071007114e-21	preeq_ss
PKA_active	TREG	75.0	43.93215388611575	preeq_ss
Free_TGFb_obs	TREG	80.0	1.0	preeq_ss
IL6R_Active	TREG	80.0	0.0	preeq_ss
Free_IL6_obs	TREG	80.0	0.0	preeq_ss
pSMAD3_obs	TREG	80.0	86.61154369660716	preeq_ss
STAT3d_active_obs	TREG	80.0	-5.514722611090446e-21	preeq_ss
S3S4_complex_obs	TREG	80.0	49.83463090436897	preeq_ss
S3STAT3d_complex_obs	TREG	80.0	-5.49978840073958e-21	preeq_ss
