observableId	simulationConditionId	time	measurement
pSMAD3_obs	TH17	35	90.645458
STAT3d_active_obs	TH17	35	33.646075
S3S4_complex_obs	TH17	35	49.74734
S3STAT3d_complex_obs	TH17	35	31.937657
PKA_active	TH17	35	46.832593
Free_TGFb_obs	TH17	40	1.0060881
IL6R_Active	TH17	40	85.848385
Free_IL6_obs	TH17	40	7.4062838
pSMAD3_obs	TH17	40	99.440857
STAT3d_active_obs	TH17	40	34.072627
S3S4_complex_obs	TH17	40	48.989951
S3STAT3d_complex_obs	TH17	40	32.062323
PKA_active	TH17	40	48.05011
